36258	5	1384	0.1907514	34063	0.0093931	0.0050578	13.007167	8.6956522	0	0
35049	5	3220	0.139441	41399	0.0031056	0.0810559	84.413007	8.018648	1	0
35097	5	1916	0.1038622	38350	0	0.0005219	184.37127	5.4681027	0	0
36854	999	14281	0.1542609	32653	0.2140606	0.0067222	239.84748	8.5439733	1	11.2
35087	5	2127	0.1222379	30833	0	0.0366714	86.798117	7.2621641	0	0
35078	5	2817	0.1189208	33269	0.2545261	0.00142	53.134692	9.2463923	1	0
36792	5	784	0.190051	32981	0.0752551	0.0663265	20.651911	4.6956522	0	0
35139	5	85	0.1411765	12292	0	0	96.552495	0	0	0
36522	3824	6748	0.1032899	33308	0.159751	0.0111144	35.156927	8.589712	1	0.85
35565	4	14479	0.1410318	27081	0.0053871	0.0227226	58.334912	8.2393579	0	1
35206	5	21744	0.1447296	27190	0.6890637	0.0114974	2391.0015	12.445542	0	2.17
35074	5	136	0.2058824	41786	0	0	719.02644	14.285714	0	0
35188	5	2135	0.0936768	37548	0.0501171	0.0051522	87.054576	6.3309353	0	0
36505	3824	1074	0.0912477	44231	0.2392924	0	48.825345	10.324484	1	0
36451	3824	5651	0.1344895	29333	0.3659529	0.0015926	26.86332	10.807768	0	3.651
35094	5	12747	0.135326	37182	0.1374441	0.0083941	224.09697	14.928612	1	4.5
35742	4	1992	0.00251	0	0.5140562	0.0220884	943.04295	2.7173913	1	0
36279	5	2480	0.1092742	33207	0.0427419	0	89.570008	15.140845	1	0
35775	4	596	0.1510067	41625	0.0268456	0	39.947016	3.908046	0	0
35540	5	2140	0.1098131	29931	0	0	32.007795	7.5630252	0	0
36613	3824	11767	0.1018951	34256	0.3677233	0.0047591	236.4288	9.4232106	1	0
35234	5	7775	0.1504823	19375	0.9389067	0.0015434	2563.853	6.9390149	0	0.25
36476	4	224	0.1651786	20114	0.5803571	0	88.981931	6.4935065	0	0
36560	3824	4822	0.132725	26250	0.4817503	0.005392	48.098657	3.8003221	1	0
35089	5	2433	0.0961776	31416	0.4681463	0.0102754	33.649371	8.5201794	0	0
35552	4	989	0.1223458	28182	0.0687563	0	17.606731	7.1014493	1	0
35044	5	7797	0.1403104	26906	0.3038348	0.0016673	114.94314	9.7236232	0	0.201
36860	4	2075	0.173494	18153	0.8298795	0.0019277	15.297734	6.8571429	1	0
35618	4	2247	0.1090343	22218	0.5433912	0.0066756	52.396434	6.7932798	0	0
36105	4	14693	0.1214184	26682	0.8589124	0.0025182	228.16869	14.060101	0	2.1
36524	3824	1309	0.2276547	23380	0.4033614	0.0122231	9.255171	5.7562077	1	0
35118	5	3592	0.1617483	39193	0.1614699	0.0141982	89.328586	7.4133763	0	0
35058	5	9735	0.1321007	35696	0.0008218	0.0268105	130.01985	12.254458	0	1.801
35203	5	3677	0.1079684	7619	0.791406	0.0013598	1745.6182	4.5959403	1	37.854
35222	5	8681	0.14837	34618	0.4135468	0.0248819	2323.1072	37.418831	0	58.652
36003	4	1773	0.1252115	29345	0.5837563	0.0045121	21.625209	9.1866029	0	1.501
35172	5	2011	0.1054202	27477	0.0029836	0	81.68762	7.5768406	0	0.25
35130	5	4002	0.1626687	30951	0.093953	0.0049975	58.371328	5.9799516	0	0
35214	5	21634	0.151983	34468	0.6595174	0.00869	837.69626	17.010919	0	1.5
36779	4	590	0.1898305	34130	0.5508475	0.0084746	5.2496826	9.0697674	1	0
35180	5	13130	0.1151561	40410	0.0401371	0.002361	135.42032	10.246551	1	7.63
35405	5	30862	0.096008	41244	0.3571706	0.0150995	615.87633	30.288131	0	17.477
35578	5	5788	0.1131652	26385	0.0013822	0.0063925	49.063332	4.1848524	0	0.25
35131	5	4012	0.1288634	31575	0.0842473	0.000997	46.747569	8.7950407	1	0
35954	4	12941	0.1519203	29941	0.0897149	0.0165366	125.30635	7.3074238	0	0.25
35016	5	15513	0.1518082	35748	0.0032231	0.005995	203.03906	16.638514	0	3.25
36206	5	11757	0.1309858	36167	0.1377052	0.0299396	735.14592	14.808068	1	1.5
35244	5	26485	0.0762696	69689	0.0461016	0.0210308	1104.9301	55.890845	0	38.204
35481	5	3844	0.158949	23683	0.3548387	0.0054631	38.816813	6.6129032	1	0
36695	3824	33474	0.0707713	55646	0.0948199	0.0178049	694.13613	35.582793	1	33.892
35179	5	9203	0.1161578	33497	0.0019559	0.0067369	95.658625	10.393258	0	5.58
35148	5	3324	0.145006	26957	0.0255716	0.0078219	388.36554	6.3071298	0	0.75
35649	4	67	0.0895522	56250	0.0298507	0	57.818477	60.869565	1	0
35961	5	6043	0.1512494	26277	0.0564289	0.1568757	47.281233	5.9938525	1	1.05
35582	4	4399	0.1657195	28185	0.0202319	0.0065924	46.071947	8.2299151	1	2.2
36693	3824	18287	0.1896429	47106	0.1531142	0.0206157	1404.9009	30.30183	1	12.436
36343	5	1489	0.1383479	27308	0.432505	0.0006716	15.882351	8.624031	1	0.2
35043	5	4318	0.0720241	58696	0.009032	0.0034738	117.09084	27.977044	1	15.851
36548	3824	1040	0.0884615	31923	0.4346154	0	43.227835	13.446677	1	0
35503	5	8585	0.1353524	32904	0.0100175	0.0314502	113.39768	9.6710526	0	0
36080	5	2218	0.144725	43611	0.1023445	0.0076646	41.31789	16.463023	0	1.2
36610	3824	19451	0.1223073	14338	0.9502853	0.0069405	2218.1546	5.2504638	1	1.05
35548	5	1862	0.1525242	24470	0	0.0042965	25.689405	4.3165468	1	0.3
36262	1357	1249	0.0904724	31528	0.0016013	0	14.440546	9.8914355	1	0
35752	4	2205	0.0965986	31705	0.0965986	0.0185941	51.669448	5.6577086	1	0
35951	4	7204	0.1310383	32429	0.0074958	0.0688506	175.67821	12.022693	0	1.2
35120	5	7539	0.0911261	36681	0.0525269	0.0045099	112.57406	7.1725572	0	0.3
36028	4	1888	0.1567797	23429	0.1784958	0.0042373	15.143463	6.092917	0	0
35906	5	8987	0.1468788	39547	0.0363859	0.012685	253.46802	25.608964	0	4
36804	999	15464	0.0810269	37867	0.2629979	0.0110579	76.23452	15.871676	1	11.25
35046	5	4521	0.129175	37153	0.0121655	0.008184	41.016898	8.5787452	1	0.7
36048	999	1946	0.1783145	20893	0.5601233	0.0256937	19.321062	8.2747853	0	0.4
35149	5	661	0.1497731	26875	0.172466	0	213.00211	7.3770492	0	0
35461	4	2012	0.1322068	31667	0.3320079	0	16.682092	10.376045	1	0
36740	5	1380	0.0992754	26429	0.7753623	0	21.96792	4.4520548	0	0
35650	4	13649	0.1351747	31542	0.0520917	0.0054216	63.96981	8.1953108	0	1.1
35064	5	12980	0.1307396	28436	0.8973035	0.0080894	2094.702	20.120724	0	2.755
35458	5	247	0.1336032	34464	0.0323887	0.0607287	52.198604	20.707071	0	0
35053	5	2519	0.1369591	40574	0	0	53.457295	12.952489	0	0.25
35768	4	11691	0.1628603	30405	0.0588487	0.0168506	64.751629	10.369906	1	0
36362	5	6090	0.001642	34702	0.1771757	0.1256158	89.799065	27.824621	1	0
35444	5	3143	0.0846325	39522	0.0066815	0.0031817	25.498004	6.3460585	0	0.25
36727	3824	131	0.1984733	24583	0.4732825	0	1.8381326	0	0	0
35042	5	4874	0.1665983	33571	0.1565449	0.0090275	27.266383	11.351187	0	1.25
36032	4	2681	0.1186125	21834	0.6534875	0.0085789	24.286651	13.181242	0	1.3
35610	4	2155	0.1670534	32039	0.0032483	0.0074246	43.025937	8.1262592	1	0
35116	5	3782	0.1197779	44306	0.0013221	0.0113696	214.41571	14.724661	0	1.835
35471	5	32	1	18393	0	0	24.99154	0	1	1
35020	5	31833	0.1579493	21772	0.7409292	0.0088901	1414.9345	7.4629832	0	2.5
36877	999	10420	0.0989443	42905	0.1447217	0.018906	277.61727	13.429539	1	2.25
35456	5	4241	0.0943174	35560	0.1619901	0	48.417762	7.4030552	0	3.15
36201	5	22106	0.1515878	20838	0.4657107	0.0121234	625.86332	6.0141509	0	0.701
36784	3824	8505	0.1313345	28338	0.3790711	0.0049383	32.17844	14.040273	1	4
36750	5	3159	0.1123773	32312	0.2339348	0.0224755	25.815248	8.9340102	0	0
35125	5	9426	0.1285805	31237	0.0751114	0.0028644	200.36738	7.6353464	0	3.15
36022	4	9967	0.0708338	49442	0.0545801	0.0066219	106.24643	19.090196	0	2.025
36376	5	3173	0.1254333	34583	0.1578947	0.0148125	102.57502	7.4528302	1	0.2
36532	3824	22003	0.1943826	43389	0.087579	0.0092715	294.27655	31.904823	1	47.805
36442	4	3327	0.1938684	19030	0.0925759	0.0318605	17.281103	6.1943148	1	0
36280	1357	2995	0.1562604	31541	0.0874791	0.0133556	32.604288	10.503388	1	0
35613	4	12370	0.1061439	48912	0.0728375	0.0025869	169.47954	27.051926	0	13.4
35601	4	34835	0.1511124	31782	0.2471078	0.07636	1316.7582	18.545265	0	14.725
36426	3824	16074	0.1524201	30111	0.2382108	0.0155531	36.489739	13.258949	1	2.808
36921	10	632	0.1075949	28203	0.0901899	0	7.9717285	6.4449064	1	0
35470	10	5045	0.1274529	16569	0.6489593	0.0091179	23.283012	19.229384	1	6.95
36567	3824	10549	0.0985875	38594	0.0146933	0.0200967	45.965961	14.872888	1	2.13
35135	5	1450	0.1186207	35395	0.157931	0	197.91844	11.717974	0	0
35186	5	3919	0.1400868	43587	0.0385302	0.007655	69.048922	14.194277	0	0.25
35007	5	20101	0.0786031	56721	0.1111885	0.0149744	406.94064	35.139436	0	6.135
36040	4	4560	0.1258772	18033	0.9151316	0.0024123	25.623201	7.1206226	0	1
35543	5	1105	0.0977376	26295	0	0	36.403638	8.9655172	1	0
35769	4	9151	0.1165993	36766	0.0187958	0.0167195	158.12291	21.675031	0	7.5
36736	4	1437	0.1670146	19183	0.7905359	0	22.190482	8.6862106	0	0
35068	5	5506	0.1581911	37466	0.0230657	0.0145296	412.33411	10.185434	0	0.6
36113	4	585	0.0136752	24297	0.4564103	0.1162393	5063.4552	16.239316	1	0.75
35175	4	4859	0.1282157	36106	0	0.0039103	73.322036	12.943262	0	5.207
35401	5	37785	0.1141988	17491	0.5649596	0.0094482	840.11867	20.95275	0	13.194
36046	4	1653	0.1343013	32083	0.2558984	0.0193587	24.137332	6.0314685	0	0.038
35549	5	4486	0.169416	23623	0.0468123	0.0017833	39.679329	6.0556465	0	4.626
36606	3824	19012	0.1496423	29474	0.398117	0.0119924	2791.0938	24.943384	1	12.8
35816	4	15509	0.1000709	23540	0.6006835	0.0310143	2499.1208	23.134954	0	2
36313	5	202	0.1831683	25833	0.4653465	0	96.851504	19.047619	0	0
35212	5	15829	0.1006381	21841	0.7613873	0.0510455	2601.6123	14.255342	0	4.05
35630	4	30894	0.1884832	24024	0.2188451	0.0141128	1241.2185	21.18593	1	17.76
36518	3824	3011	0.1643972	34716	0.1457987	0.005646	17.393232	11.858126	1	0
36765	5	1461	0.1088296	21071	0.7960301	0	22.808576	4.859335	0	0
35073	5	2753	0.1725391	32550	0.1856157	0.0145296	101.17539	7.4380165	0	0
36558	10	3862	0.1398239	30139	0.2757638	0.0044019	17.435453	10.362291	1	0
35646	4	5177	0.1271006	27318	0.2841414	0.0110102	53.697048	5.9400059	0	0
35216	5	31741	0.1514445	47883	0.0694685	0.0569925	2416.0085	47.813006	0	64.373
36769	4	3106	0.1130071	20123	0.6957502	0.0016098	25.403201	6.8722944	0	0
35622	5	7232	0.1497511	30788	0.022677	0.0074668	75.500621	7.8881469	1	2.6
36481	3824	591	0.1167513	18523	0.820643	0	10.263035	2.5362319	1	0.25
35559	5	103	0.0291262	26667	0	0	75.406406	3.7735849	0	0
35746	4	789	0.1166033	36735	0.0291508	0	15.753758	2.6266417	1	0
35126	5	19792	0.0891774	52100	0.0382983	0.002981	343.84734	15.033932	0	2.56
35757	4	7769	0.0631999	56971	0.1328356	0.0232977	507.58005	38.100914	1	4.72
35404	5	19303	0.1251101	31159	0.3325908	0.0152826	1035.0382	23.685973	0	16.721
35661	4	15947	0.1276729	39514	0.1442278	0.0116009	286.92657	18.715885	1	6.576
35754	4	5079	0.1017917	32819	0.0068911	0.0080725	115.81185	12.435075	0	0.7
35741	4	2469	0.1433779	54948	0.0652086	0	102.12834	41.074523	0	9.213
35758	4	30733	0.0518335	62550	0.1354245	0.0283409	1151.0997	51.224144	0	34.752
35563	5	4691	0.1613728	29015	0.0509486	0.0243019	46.224277	9.1766185	0	0.25
35805	4	21139	0.1101755	22370	0.3410757	0.0417238	2380.5247	11.409142	0	2.888
35677	4	1767	0.1861913	26250	0.016412	0	16.888508	7.6551168	1	0
35756	4	4290	0.088345	41151	0.4270396	0.0156177	50.60945	17.651403	0	15.95
35564	5	2368	0.1528716	26476	0.0012669	0.0054899	34.520225	5.6672761	1	0
35963	4	1665	0.0828829	30259	0	0	54.797876	4.8192771	0	0
35633	4	19566	0.1199019	39401	0.0536645	0.0107329	93.561951	18.015487	1	4.55
35463	5	1394	0.1592539	31793	0.3242468	0.0193687	26.813288	9.7694841	0	0
36311	999	3108	0.1454311	23550	0.1721364	0.010296	23.013131	9.0478446	0	0
35555	5	10719	0.1905029	28578	0.1777218	0.00765	32.18013	12.371957	1	4.9
35672	4	6680	0.1467066	31250	0.1983533	0.0085329	51.156499	8.3635539	1	2.3
35981	4	2061	0.1513828	28281	0.0004852	0.0009704	93.554796	4.8577377	1	0
35748	4	5307	0.1107971	40000	0.0791408	0.0120595	75.390214	16.894722	1	2.95
36111	4	12226	0.204973	45068	0.3486013	0.0078521	2807.4728	42.901904	0	67.751
36579	3824	1924	0.1382536	35602	0.5306653	0.0114345	10.125873	11.955661	1	0.2
36587	3824	8632	0.081557	35283	0.0534059	0.0104263	69.321854	5.2690167	1	1.5
36561	3824	4414	0.2014046	41981	0.0077028	0.0240145	276.91882	25.536788	1	12.85
36539	3824	601	0.0565724	32422	0.1031614	0	18.237105	4.3887147	1	0
36542	3824	7787	0.2086811	39604	0.0051368	0.0069346	156.02427	27.940675	0	13.451
36608	3824	37176	0.1342802	37616	0.203626	0.0153056	583.21427	37.491649	1	105.304
36436	3824	445	0.094382	22727	0.411236	0.0202247	7.6916775	2.8268551	0	0
36609	3824	23611	0.1078734	36136	0.2948626	0.0210072	3443.0708	30.528862	1	11.55
36538	3824	562	0.0658363	22125	0.5035587	0	13.483325	6.7073171	0	0
36375	5	7390	0.1358593	27758	0.1159675	0.020839	54.47788	7.3953677	1	0
35223	5	11089	0.1574533	99245	0.0004509	0.0044188	1261.9626	74.477375	0	203.109
36515	3824	288	0.1458333	21806	0.8506944	0	7.4038108	0	1	0
36527	3824	7503	0.1512728	58103	0.0482474	0.0126616	106.35755	38.196078	1	7.901
35643	4	3305	0.1055976	32993	0.3140696	0.0006051	40.739019	6.9981584	0	0.2
35958	4	3317	0.1034067	33688	0.0105517	0.0177872	65.901494	2.0183486	1	0
36264	1357	8829	0.1464492	29612	0.0621814	0.0302413	36.483942	9.9482557	1	4.046
35112	5	535	0.0654206	28438	0.3158878	0	402.45562	9.9358974	0	0
35057	5	11315	0.1221388	33672	0.0015908	0.0141405	97.489652	12.112416	0	2
36550	3824	273	0.2234432	20469	0.2014652	0	6.4890093	3.0567686	0	0
35183	5	450	0.1711111	29688	0	0	10.10302	2.020202	0	0
35459	10	971	0.1740474	28036	0.7322348	0.0020597	7.3245975	6.6565809	1	0.2
36009	5	2676	0.1887145	22917	0.2010463	0.0007474	16.599903	10.697179	1	0
36773	4	672	0.1279762	17292	0.78125	0	8.8971216	5.9895833	0	1.8
36066	4	12651	0.10513	51830	0.0741443	0.0125682	666.12495	26.175491	0	6.058
36104	4	18930	0.1011093	16001	0.6985737	0.0151083	1165.712	16.855932	0	17.675
36042	4	1405	0.1081851	30909	0.0854093	0.0185053	18.883485	11.061453	1	0
36033	4	4547	0.1968331	22500	0.3663954	0.0054981	19.828835	8.5969958	0	0
36581	3824	56	0.375	27857	1	0	20.201768	0	0	0
36723	4	381	0.2099738	24583	0.9632546	0	26.387777	4.2735043	0	0
36849	999	1982	0	0	0.056004	0.0075681	7174.401	0	0	0
36035	4	1580	0.2031646	29211	0.1886076	0.0018987	15.522968	14.606742	0	1
36117	4	37175	0.0803766	52331	0.2541493	0.0177808	789.5782	45.75961	0	57.058
35204	5	15408	0.1811397	17999	0.8965473	0.0134995	2945.5795	11.522463	0	3.2
36024	4	5272	0.147003	36910	0.1293627	0.0176404	55.304676	14.901852	0	4.65
35031	5	7682	0.1346004	31458	0.0003905	0.0623536	62.034079	8.5322896	0	1.1
36775	4	1338	0.1539611	20486	0.8213752	0	9.0527548	6.8415051	0	0
36320	5	3270	0.1431193	27349	0.1311927	0.0149847	50.858797	6.9188192	1	0
36029	4	1112	0.153777	30848	0.5665467	0.0116906	7.4176906	12.450331	0	0
36749	4	1185	0.1831224	24219	0.4	0	17.633303	10.679612	1	0
36081	4	14594	0.1208031	23655	0.4177059	0.0088392	70.035487	23.644225	0	14.784
35651	4	1252	0.0846645	36786	0.034345	0.0375399	28.509471	8.1185567	1	0
36274	999	11581	0.1665659	29943	0.2909075	0.0169243	64.349479	9.5974826	1	0.5
